arrival_date,label,revenue
2016-08-12,5.0,13849.139
2016-08-13,6.0,15979.32
2016-08-14,5.0,12895.33
2016-08-15,6.0,13917.892
2016-08-16,5.0,12873.137
2016-08-17,4.0,11391.688
2016-08-18,4.0,15409.074
2016-08-19,4.0,12346.319
2016-08-20,6.0,17140.756
2016-08-21,5.0,13316.416
2016-08-22,7.0,15249.312
2016-08-23,3.0,8959.185
2016-08-24,3.0,10737.786
2016-08-25,3.0,10726.835
2016-08-26,4.0,12911.097
2016-08-27,4.0,10178.796
2016-08-28,6.0,15302.616
2016-08-29,4.0,11538.781
2016-08-30,2.0,9467.057
2016-08-31,3.0,9424.642
2016-09-01,4.0,11559.857
2016-09-02,3.0,11837.006
2016-09-03,4.0,11295.838
2016-09-04,3.0,8782.707
2016-09-05,6.0,12977.884
2016-09-06,3.0,7445.188
2016-09-07,2.0,6162.8345
2016-09-08,3.0,9766.105
2016-09-09,3.0,10124.714
2016-09-10,3.0,9141.463
2016-09-11,4.0,14037.3545
2016-09-12,3.0,13055.82
2016-09-13,3.0,13381.902
2016-09-14,2.0,7545.321
2016-09-15,4.0,14800.401
2016-09-16,3.0,11933.843
2016-09-17,3.0,9389.918
2016-09-18,4.0,13157.802
2016-09-19,4.0,15006.982
2016-09-20,2.0,10230.369
2016-09-21,3.0,10356.784
2016-09-22,3.0,12461.833
2016-09-23,2.0,9576.659
2016-09-24,2.0,7492.0854
2016-09-25,4.0,13561.73
2016-09-26,4.0,12965.041
2016-09-27,2.0,9265.83
2016-09-28,2.0,9086.098
2016-09-29,2.0,9197.292
2016-09-30,3.0,13145.23
2016-10-01,2.0,6077.536
2016-10-02,3.0,10640.962
2016-10-03,3.0,11939.067
2016-10-04,2.0,8034.417
2016-10-05,2.0,9300.401
2016-10-06,2.0,10087.796
2016-10-07,3.0,11432.788
2016-10-08,2.0,5956.4336
2016-10-09,3.0,11151.566
2016-10-10,3.0,13505.871
2016-10-11,2.0,9720.283
2016-10-12,1.0,7220.711
2016-10-13,2.0,12480.207
2016-10-14,2.0,10470.208
2016-10-15,2.0,5695.234
2016-10-16,5.0,12167.426
2016-10-17,3.0,10177.492
2016-10-18,1.0,6820.8564
2016-10-19,2.0,6048.0703
2016-10-20,2.0,8598.68
2016-10-21,3.0,9123.837
2016-10-22,2.0,6457.7383
2016-10-23,4.0,13658.998
2016-10-24,2.0,8082.3096
2016-10-25,2.0,10511.953
2016-10-26,2.0,8147.301
2016-10-27,2.0,7727.279
2016-10-28,3.0,13415.709
2016-10-29,3.0,12876.276
2016-10-30,3.0,11993.467
2016-10-31,3.0,9911.993
2016-11-01,1.0,5567.986
2016-11-02,2.0,8169.0024
2016-11-03,2.0,6128.362
2016-11-04,2.0,7762.2217
2016-11-05,2.0,7846.4
2016-11-06,4.0,9032.361
2016-11-07,5.0,12783.403
2016-11-08,1.0,4767.96
2016-11-09,1.0,3553.7356
2016-11-10,2.0,7763.921
2016-11-11,3.0,11667.441
2016-11-12,2.0,7167.3657
2016-11-13,2.0,7979.886
2016-11-14,3.0,8710.472
2016-11-15,1.0,4644.432
2016-11-16,1.0,6782.7896
2016-11-17,1.0,6699.283
2016-11-18,2.0,9711.518
2016-11-19,2.0,7419.5176
2016-11-20,1.0,4487.6753
2016-11-21,2.0,9754.043
2016-11-22,0.0,3822.1775
2016-11-23,1.0,5204.8433
2016-11-24,1.0,5611.8813
2016-11-25,2.0,10034.9
2016-11-26,1.0,6041.73
2016-11-27,1.0,4070.6619
2016-11-28,1.0,6390.258
2016-11-29,0.0,4556.113
2016-11-30,0.0,3530.961
2016-12-01,1.0,5592.0073
2016-12-02,1.0,8487.704
2016-12-03,2.0,9319.463
2016-12-04,1.0,4886.605
2016-12-05,2.0,8792.507
2016-12-06,0.0,3661.1418
2016-12-07,1.0,4952.7773
2016-12-08,3.0,11110.762
2016-12-09,1.0,5132.4043
2016-12-10,1.0,5262.6987
2016-12-11,0.0,2501.1619
2016-12-12,0.0,3859.4285
2016-12-13,0.0,4028.391
2016-12-14,0.0,3841.0737
2016-12-15,0.0,2869.2646
2016-12-16,1.0,5475.331
2016-12-17,1.0,6028.0005
2016-12-18,1.0,4799.072
2016-12-19,1.0,5107.7056
2016-12-20,1.0,3578.1167
2016-12-21,1.0,4360.958
2016-12-22,2.0,5048.273
2016-12-23,2.0,5661.579
2016-12-24,2.0,6615.693
2016-12-25,1.0,4991.0015
2016-12-26,2.0,5717.716
2016-12-27,3.0,10824.533
2016-12-28,3.0,7001.9893
2016-12-29,2.0,7407.6416
2016-12-30,6.0,20127.654
2016-12-31,1.0,5302.4243
2017-01-01,2.0,7111.533
2017-01-02,3.0,9438.992
2017-01-03,1.0,6038.7764
2017-01-04,1.0,4054.2605
2017-01-05,1.0,4269.9116
2017-01-06,1.0,5483.0444
2017-01-07,1.0,5238.5146
2017-01-08,1.0,4740.2983
2017-01-09,1.0,4055.3523
2017-01-10,0.0,5020.763
2017-01-11,0.0,3199.0127
2017-01-12,1.0,5798.454
2017-01-13,1.0,4680.1396
2017-01-14,1.0,7534.9683
2017-01-15,1.0,3621.5112
2017-01-16,3.0,9602.724
2017-01-17,0.0,3291.041
2017-01-18,2.0,9463.945
2017-01-19,2.0,5835.576
2017-01-20,1.0,4266.429
2017-01-21,1.0,5580.402
2017-01-22,1.0,5659.2266
2017-01-23,1.0,4948.5264
2017-01-24,0.0,4066.4167
2017-01-25,1.0,5751.8433
2017-01-26,1.0,4669.598
2017-01-27,1.0,7390.297
2017-01-28,1.0,5643.486
2017-01-29,1.0,4203.547
2017-01-30,1.0,5771.177
2017-01-31,0.0,3944.9563
2017-02-01,0.0,3455.5945
2017-02-02,2.0,6412.2637
2017-02-03,0.0,6261.222
2017-02-04,2.0,8231.46
2017-02-05,2.0,5945.182
2017-02-06,1.0,6313.22
2017-02-07,0.0,3633.466
2017-02-08,1.0,4003.1226
2017-02-09,2.0,7075.8267
2017-02-10,2.0,8221.807
2017-02-11,2.0,6887.41
2017-02-12,3.0,8963.941
2017-02-13,3.0,11015.268
2017-02-14,1.0,7164.8765
2017-02-15,2.0,8218.645
2017-02-16,2.0,5616.7207
2017-02-17,2.0,8676.019
2017-02-18,2.0,6823.0664
2017-02-19,3.0,8867.572
2017-02-20,2.0,8590.453
2017-02-21,1.0,4918.188
2017-02-22,2.0,8766.613
2017-02-23,1.0,7297.648
2017-02-24,1.0,7957.2036
2017-02-25,3.0,14626.153
2017-02-26,3.0,12678.634
2017-02-27,2.0,8620.735
2017-02-28,1.0,4508.589
2017-03-01,1.0,6052.017
2017-03-02,2.0,10439.98
2017-03-03,2.0,8154.063
2017-03-04,1.0,5036.9336
2017-03-05,3.0,9461.416
2017-03-06,2.0,10146.164
2017-03-07,1.0,6125.041
2017-03-08,1.0,5049.3525
2017-03-09,1.0,7625.9893
2017-03-10,2.0,10628.534
2017-03-11,2.0,7122.1743
2017-03-12,2.0,6316.427
2017-03-13,3.0,11552.655
2017-03-14,1.0,7613.076
2017-03-15,1.0,6951.648
2017-03-16,2.0,8366.925
2017-03-17,2.0,8451.87
2017-03-18,2.0,7525.45
2017-03-19,3.0,9120.153
2017-03-20,3.0,11179.891
2017-03-21,1.0,4249.3374
2017-03-22,1.0,4768.475
2017-03-23,2.0,7234.034
2017-03-24,2.0,10858.785
2017-03-25,2.0,6958.0405
2017-03-26,3.0,8083.9375
2017-03-27,2.0,9379.309
2017-03-28,1.0,4617.7603
2017-03-29,2.0,8942.591
2017-03-30,3.0,9201.297
2017-03-31,3.0,10297.184
